No.,Epoch Time,Source,MAC Source,Source Port,Destination,MAC Destination,Destination Port,Protocol,Length,Frame Number,Frame length on the wire,Sequence number,Acknowledgment number,Urgent pointer,Syn,Fin,Push,Congestion Window Reduced (CWR),Explicit Congestion Notification,Time to live,Reserved bit,Don't fragment,More fragments,Fragment offset,Window size value,Total Length,Next sequence number,Timestamp value,Bytes sent since last PSH flag,Re1,Timestamp echo reply,Source
668,1563210051,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,126,668,126,0,0,0,0,0,0,0,2,128,2,2,2,0,0,112,0,0,0,0,0,mydoom
669,1563210051,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,80,669,80,0,0,0,0,0,0,0,2,128,2,2,2,0,0,66,0,0,0,0,0,mydoom
670,1563210051,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,128,670,128,0,0,0,0,0,0,0,2,128,2,2,2,0,0,114,0,0,0,0,0,mydoom
671,1563210051,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,80,671,80,0,0,0,0,0,0,0,2,128,2,2,2,0,0,66,0,0,0,0,0,mydoom
672,1563210051,212.55.154.42,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49187,1,54,672,54,251,64,0,2,1,1,2,2,128,2,2,2,0,64239,40,251,0,0,2,0,normal
673,1563210051,10.7.15.101,00:08:02:1c:47:ae,49187,212.55.154.42,20:e5:2a:b6:93:f1,25,1,54,673,54,64,252,0,2,2,2,2,2,128,2,1,2,0,63990,40,64,0,0,2,0,mydoom
674,1563210052,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,128,674,128,0,0,0,0,0,0,0,2,128,2,2,2,0,0,114,0,0,0,0,0,mydoom
675,1563210052,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,72,675,72,0,0,0,0,0,0,0,2,128,2,2,2,0,0,58,0,0,0,0,0,mydoom
676,1563210052,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,115,676,115,0,0,0,0,0,0,0,2,128,2,2,2,0,0,101,0,0,0,0,0,mydoom
677,1563210052,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,87,677,87,0,0,0,0,0,0,0,2,128,2,2,2,0,0,73,0,0,0,0,0,mydoom
678,1563210052,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,103,678,103,0,0,0,0,0,0,0,2,128,2,2,2,0,0,89,0,0,0,0,0,mydoom
679,1563210052,10.7.15.101,00:08:02:1c:47:ae,49189,216.200.145.235,20:e5:2a:b6:93:f1,25,1,66,679,66,0,0,0,1,2,2,2,2,128,2,1,2,0,8192,52,0,0,0,2,0,mydoom
680,1563210052,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,69,680,69,0,0,0,0,0,0,0,2,128,2,2,2,0,0,55,0,0,0,0,0,mydoom
681,1563210052,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,85,681,85,0,0,0,0,0,0,0,2,128,2,2,2,0,0,71,0,0,0,0,0,mydoom
682,1563210052,10.7.15.101,00:08:02:1c:47:ae,49190,217.70.184.38,20:e5:2a:b6:93:f1,25,1,66,682,66,0,0,0,1,2,2,2,2,128,2,1,2,0,8192,52,0,0,0,2,0,mydoom
683,1563210052,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,88,683,88,0,0,0,0,0,0,0,2,128,2,2,2,0,0,74,0,0,0,0,0,mydoom
684,1563210052,216.200.145.235,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49189,1,58,684,58,0,1,0,1,2,2,2,2,128,2,2,2,0,64240,44,0,0,0,2,0,normal
685,1563210052,10.7.15.101,00:08:02:1c:47:ae,49189,216.200.145.235,20:e5:2a:b6:93:f1,25,1,54,685,54,1,1,0,2,2,2,2,2,128,2,1,2,0,64240,40,1,0,0,2,0,mydoom
686,1563210052,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,184,686,184,0,0,0,0,0,0,0,2,128,2,2,2,0,0,170,0,0,0,0,0,mydoom
687,1563210052,10.7.15.101,00:08:02:1c:47:ae,49191,66.111.4.72,20:e5:2a:b6:93:f1,25,1,66,687,66,0,0,0,1,2,2,2,2,128,2,1,2,0,8192,52,0,0,0,2,0,mydoom
688,1563210052,217.70.184.38,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49190,1,54,688,54,1,1,0,2,2,2,2,2,128,2,2,2,0,64240,40,1,0,0,1,0,normal
689,1563210052,66.111.4.72,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49191,1,58,689,58,0,1,0,1,2,2,2,2,128,2,2,2,0,64240,44,0,0,0,2,0,normal
690,1563210052,10.7.15.101,00:08:02:1c:47:ae,49191,66.111.4.72,20:e5:2a:b6:93:f1,25,1,54,690,54,1,1,0,2,2,2,2,2,128,2,1,2,0,64240,40,1,0,0,2,0,mydoom
691,1563210052,216.200.145.235,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49189,3,103,691,103,1,1,0,2,2,1,2,2,128,2,2,2,0,64240,89,50,0,49,2,0,normal
692,1563210052,10.7.15.101,00:08:02:1c:47:ae,49189,216.200.145.235,20:e5:2a:b6:93:f1,25,3,73,692,73,1,50,0,2,2,1,2,2,128,2,1,2,0,64191,59,20,0,19,2,0,mydoom
693,1563210052,216.200.145.235,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49189,1,54,693,54,50,20,0,2,2,2,2,2,128,2,2,2,0,64240,40,50,0,0,2,0,normal
694,1563210052,216.200.145.235,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49189,3,186,694,186,50,20,0,2,2,1,2,2,128,2,2,2,0,64240,172,182,0,132,2,0,normal
695,1563210052,10.7.15.101,00:08:02:1c:47:ae,49189,216.200.145.235,20:e5:2a:b6:93:f1,25,3,91,695,91,20,182,0,2,2,1,2,2,128,2,1,2,0,64059,77,57,0,37,2,0,mydoom
696,1563210052,216.200.145.235,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49189,1,54,696,54,182,57,0,2,2,2,2,2,128,2,2,2,0,64240,40,182,0,0,2,0,normal
697,1563210052,216.200.145.235,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49189,3,71,697,71,182,57,0,2,2,1,2,2,128,2,2,2,0,64240,57,199,0,17,2,0,normal
698,1563210052,10.7.15.101,00:08:02:1c:47:ae,49189,216.200.145.235,20:e5:2a:b6:93:f1,25,3,89,698,89,57,199,0,2,2,1,2,2,128,2,1,2,0,64042,75,92,0,35,2,0,mydoom
699,1563210052,216.200.145.235,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49189,1,54,699,54,199,92,0,2,2,2,2,2,128,2,2,2,0,64240,40,199,0,0,2,0,normal
700,1563210052,216.200.145.235,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49189,3,120,700,120,199,92,0,2,2,1,2,2,128,2,2,2,0,64240,106,265,0,66,2,0,normal
701,1563210052,10.7.15.101,00:08:02:1c:47:ae,49189,216.200.145.235,20:e5:2a:b6:93:f1,25,1,54,701,54,92,265,0,2,1,2,2,2,128,2,1,2,0,63976,40,92,0,0,2,0,mydoom
702,1563210052,216.200.145.235,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49189,1,54,702,54,265,93,0,2,2,2,2,2,128,2,2,2,0,64239,40,265,0,0,2,0,normal
703,1563210052,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,72,703,72,0,0,0,0,0,0,0,2,128,2,2,2,0,0,58,0,0,0,0,0,mydoom
704,1563210052,10.7.15.101,00:08:02:1c:47:ae,49190,217.70.184.38,20:e5:2a:b6:93:f1,25,1,66,704,66,0,0,0,1,2,2,2,2,128,2,1,2,0,8192,52,0,0,0,2,0,mydoom
705,1563210053,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,88,705,88,0,0,0,0,0,0,0,2,128,2,2,2,0,0,74,0,0,0,0,0,mydoom
706,1563210053,10.7.15.101,00:08:02:1c:47:ae,49192,74.201.226.52,20:e5:2a:b6:93:f1,25,1,66,706,66,0,0,0,1,2,2,2,2,128,2,1,2,0,8192,52,0,0,0,2,0,mydoom
707,1563210053,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,70,707,70,0,0,0,0,0,0,0,2,128,2,2,2,0,0,56,0,0,0,0,0,mydoom
708,1563210053,216.200.145.235,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49189,1,54,708,54,265,93,0,2,1,1,2,2,128,2,2,2,0,64239,40,265,0,0,2,0,normal
709,1563210053,10.7.15.101,00:08:02:1c:47:ae,49189,216.200.145.235,20:e5:2a:b6:93:f1,25,1,54,709,54,93,266,0,2,2,2,2,2,128,2,1,2,0,63976,40,93,0,0,2,0,mydoom
710,1563210053,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,100,710,100,0,0,0,0,0,0,0,2,128,2,2,2,0,0,86,0,0,0,0,0,mydoom
711,1563210053,10.7.15.101,00:08:02:1c:47:ae,49193,91.121.174.77,20:e5:2a:b6:93:f1,25,1,66,711,66,0,0,0,1,2,2,2,2,128,2,1,2,0,8192,52,0,0,0,2,0,mydoom
712,1563210053,91.121.174.77,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49193,1,54,712,54,1,1,0,2,2,2,2,2,128,2,2,2,0,64240,40,1,0,0,1,0,normal
713,1563210053,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,96,713,96,0,0,0,0,0,0,0,2,128,2,2,2,0,0,82,0,0,0,0,0,mydoom
714,1563210053,10.7.15.101,00:08:02:1c:47:ae,49194,207.244.88.150,20:e5:2a:b6:93:f1,25,1,66,714,66,0,0,0,1,2,2,2,2,128,2,1,2,0,8192,52,0,0,0,2,0,mydoom
715,1563210053,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,138,715,138,0,0,0,0,0,0,0,2,128,2,2,2,0,0,124,0,0,0,0,0,mydoom
716,1563210053,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,78,716,78,0,0,0,0,0,0,0,2,128,2,2,2,0,0,64,0,0,0,0,0,mydoom
717,1563210053,207.244.88.150,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49194,1,58,717,58,0,1,0,1,2,2,2,2,128,2,2,2,0,64240,44,0,0,0,2,0,mydoom
718,1563210053,10.7.15.101,00:08:02:1c:47:ae,49194,207.244.88.150,20:e5:2a:b6:93:f1,25,1,54,718,54,1,1,0,2,2,2,2,2,128,2,1,2,0,64240,40,1,0,0,2,0,mydoom
719,1563210053,10.7.15.101,00:08:02:1c:47:ae,49178,89.238.68.168,20:e5:2a:b6:93:f1,25,1,62,719,62,0,0,0,1,2,2,2,2,128,2,1,2,0,8192,48,0,0,0,2,0,mydoom
720,1563210053,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,138,720,138,0,0,0,0,0,0,0,2,128,2,2,2,0,0,124,0,0,0,0,0,mydoom
721,1563210053,207.244.88.150,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49194,3,126,721,126,1,1,0,2,2,1,2,2,128,2,2,2,0,64240,112,73,0,72,2,0,mydoom
722,1563210053,10.7.15.101,00:08:02:1c:47:ae,49194,207.244.88.150,20:e5:2a:b6:93:f1,25,3,70,722,70,1,73,0,2,2,1,2,2,128,2,1,2,0,64168,56,17,0,16,2,0,mydoom
723,1563210053,207.244.88.150,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49194,1,54,723,54,73,17,0,2,2,2,2,2,128,2,2,2,0,64240,40,73,0,0,2,0,mydoom
724,1563210053,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,72,724,72,0,0,0,0,0,0,0,2,128,2,2,2,0,0,58,0,0,0,0,0,mydoom
725,1563210053,10.7.15.101,00:08:02:1c:47:ae,49193,91.121.174.77,20:e5:2a:b6:93:f1,25,1,66,725,66,0,0,0,1,2,2,2,2,128,2,1,2,0,8192,52,0,0,0,2,0,mydoom
726,1563210053,207.244.88.150,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49194,3,197,726,197,73,17,0,2,2,1,2,2,128,2,2,2,0,64240,183,216,0,143,2,0,mydoom
727,1563210053,10.7.15.101,00:08:02:1c:47:ae,49194,207.244.88.150,20:e5:2a:b6:93:f1,25,3,84,727,84,17,216,0,2,2,1,2,2,128,2,1,2,0,64025,70,47,0,30,2,0,mydoom
728,1563210053,207.244.88.150,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49194,1,54,728,54,216,47,0,2,2,2,2,2,128,2,2,2,0,64240,40,216,0,0,2,0,mydoom
729,1563210053,207.244.88.150,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49194,3,68,729,68,216,47,0,2,2,1,2,2,128,2,2,2,0,64240,54,230,0,14,2,0,mydoom
730,1563210053,10.7.15.101,00:08:02:1c:47:ae,49194,207.244.88.150,20:e5:2a:b6:93:f1,25,3,84,730,84,47,230,0,2,2,1,2,2,128,2,1,2,0,64011,70,77,0,30,2,0,mydoom
731,1563210053,207.244.88.150,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49194,1,54,731,54,230,77,0,2,2,2,2,2,128,2,2,2,0,64240,40,230,0,0,2,0,mydoom
732,1563210054,91.121.174.77,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49193,1,54,732,54,3077339922,1,0,2,2,2,2,2,128,2,2,2,0,64240,40,3077339922,0,0,1,0,normal
733,1563210054,207.244.88.150,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49194,3,107,733,107,230,77,0,2,2,1,2,2,128,2,2,2,0,64240,93,283,0,53,2,0,mydoom
734,1563210054,10.7.15.101,00:08:02:1c:47:ae,49194,207.244.88.150,20:e5:2a:b6:93:f1,25,1,54,734,54,77,283,0,2,1,2,2,2,128,2,1,2,0,63958,40,77,0,0,2,0,mydoom
735,1563210054,207.244.88.150,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49194,1,54,735,54,283,78,0,2,2,2,2,2,128,2,2,2,0,64239,40,283,0,0,2,0,mydoom
736,1563210054,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,80,736,80,0,0,0,0,0,0,0,2,128,2,2,2,0,0,66,0,0,0,0,0,mydoom
737,1563210054,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,91,737,91,0,0,0,0,0,0,0,2,128,2,2,2,0,0,77,0,0,0,0,0,mydoom
738,1563210054,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,72,738,72,0,0,0,0,0,0,0,2,128,2,2,2,0,0,58,0,0,0,0,0,mydoom
739,1563210054,217.70.184.38,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49190,1,54,739,54,4255722658,1,0,2,2,2,2,2,128,2,2,2,0,64240,40,4255722658,0,0,1,0,normal
740,1563210054,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,152,740,152,0,0,0,0,0,0,0,2,128,2,2,2,0,0,138,0,0,0,0,0,mydoom
741,1563210054,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,80,741,80,0,0,0,0,0,0,0,2,128,2,2,2,0,0,66,0,0,0,0,0,mydoom
742,1563210054,66.111.4.72,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49191,3,111,742,111,1,1,0,2,2,1,2,2,128,2,2,2,0,64240,97,58,0,57,2,0,normal
743,1563210054,10.7.15.101,00:08:02:1c:47:ae,49191,66.111.4.72,20:e5:2a:b6:93:f1,25,3,75,743,75,1,58,0,2,2,1,2,2,128,2,1,2,0,64183,61,22,0,21,2,0,mydoom
744,1563210054,66.111.4.72,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49191,1,54,744,54,58,22,0,2,2,2,2,2,128,2,2,2,0,64240,40,58,0,0,2,0,normal
745,1563210054,207.244.88.150,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49194,1,54,745,54,283,78,0,2,1,1,2,2,128,2,2,2,0,64239,40,283,0,0,2,0,mydoom
746,1563210054,10.7.15.101,00:08:02:1c:47:ae,49194,207.244.88.150,20:e5:2a:b6:93:f1,25,1,54,746,54,78,284,0,2,2,2,2,2,128,2,1,2,0,63958,40,78,0,0,2,0,mydoom
747,1563210054,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,152,747,152,0,0,0,0,0,0,0,2,128,2,2,2,0,0,138,0,0,0,0,0,mydoom
748,1563210054,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,74,748,74,0,0,0,0,0,0,0,2,128,2,2,2,0,0,60,0,0,0,0,0,mydoom
749,1563210054,66.111.4.72,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49191,3,238,749,238,58,22,0,2,2,1,2,2,128,2,2,2,0,64240,224,242,0,184,2,0,normal
750,1563210054,10.7.15.101,00:08:02:1c:47:ae,49191,66.111.4.72,20:e5:2a:b6:93:f1,25,3,75,750,75,22,242,0,2,2,1,2,2,128,2,1,2,0,63999,61,43,0,21,2,0,mydoom
751,1563210054,66.111.4.72,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49191,1,54,751,54,242,43,0,2,2,2,2,2,128,2,2,2,0,64240,40,242,0,0,2,0,normal
752,1563210054,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,136,752,136,0,0,0,0,0,0,0,2,128,2,2,2,0,0,122,0,0,0,0,0,mydoom
753,1563210054,10.7.15.101,00:08:02:1c:47:ae,49195,131.111.8.148,20:e5:2a:b6:93:f1,25,1,66,753,66,0,0,0,1,2,2,2,2,128,2,1,2,0,8192,52,0,0,0,2,0,mydoom
754,1563210054,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,106,754,106,0,0,0,0,0,0,0,2,128,2,2,2,0,0,92,0,0,0,0,0,mydoom
755,1563210054,10.7.15.101,00:08:02:1c:47:ae,49196,40.79.78.1,20:e5:2a:b6:93:f1,25,1,66,755,66,0,0,0,1,2,2,2,2,128,2,1,2,0,8192,52,0,0,0,2,0,mydoom
756,1563210054,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,209,756,209,0,0,0,0,0,0,0,2,128,2,2,2,0,0,195,0,0,0,0,0,mydoom
757,1563210054,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,91,757,91,0,0,0,0,0,0,0,2,128,2,2,2,0,0,77,0,0,0,0,0,mydoom
758,1563210054,66.111.4.72,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49191,3,83,758,83,242,43,0,2,2,1,2,2,128,2,2,2,0,64240,69,271,0,29,2,0,normal
759,1563210054,10.7.15.101,00:08:02:1c:47:ae,49191,66.111.4.72,20:e5:2a:b6:93:f1,25,3,86,759,86,43,271,0,2,2,1,2,2,128,2,1,2,0,63970,72,75,0,32,2,0,mydoom
760,1563210054,66.111.4.72,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49191,1,54,760,54,271,75,0,2,2,2,2,2,128,2,2,2,0,64240,40,271,0,0,2,0,normal
761,1563210054,131.111.8.148,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49195,1,58,761,58,0,1,0,1,2,2,2,2,128,2,2,2,0,64240,44,0,0,0,2,0,normal
762,1563210054,10.7.15.101,00:08:02:1c:47:ae,49195,131.111.8.148,20:e5:2a:b6:93:f1,25,1,54,762,54,1,1,0,2,2,2,2,2,128,2,1,2,0,64240,40,1,0,0,2,0,mydoom
763,1563210054,66.111.4.72,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49191,3,68,763,68,271,75,0,2,2,1,2,2,128,2,2,2,0,64240,54,285,0,14,2,0,normal
764,1563210054,10.7.15.101,00:08:02:1c:47:ae,49191,66.111.4.72,20:e5:2a:b6:93:f1,25,3,94,764,94,75,285,0,2,2,1,2,2,128,2,1,2,0,63956,80,115,0,40,2,0,mydoom
765,1563210054,66.111.4.72,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49191,1,54,765,54,285,115,0,2,2,2,2,2,128,2,2,2,0,64240,40,285,0,0,2,0,normal
766,1563210054,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,74,766,74,0,0,0,0,0,0,0,2,128,2,2,2,0,0,60,0,0,0,0,0,mydoom
767,1563210054,10.7.15.101,00:08:02:1c:47:ae,49193,91.121.174.77,20:e5:2a:b6:93:f1,25,1,62,767,62,0,0,0,1,2,2,2,2,128,2,1,2,0,8192,48,0,0,0,2,0,mydoom
768,1563210054,66.111.4.72,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49191,3,198,768,198,285,115,0,2,2,1,2,2,128,2,2,2,0,64240,184,429,0,144,2,0,normal
769,1563210054,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,96,769,96,0,0,0,0,0,0,0,2,128,2,2,2,0,0,82,0,0,0,0,0,mydoom
770,1563210054,10.7.15.101,00:08:02:1c:47:ae,49191,66.111.4.72,20:e5:2a:b6:93:f1,25,1,54,770,54,115,429,0,2,1,2,2,2,128,2,1,2,0,63812,40,115,0,0,2,0,mydoom
771,1563210054,66.111.4.72,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49191,1,54,771,54,429,116,0,2,2,2,2,2,128,2,2,2,0,64239,40,429,0,0,2,0,normal
772,1563210054,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,72,772,72,0,0,0,0,0,0,0,2,128,2,2,2,0,0,58,0,0,0,0,0,mydoom
773,1563210054,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,138,773,138,0,0,0,0,0,0,0,2,128,2,2,2,0,0,124,0,0,0,0,0,mydoom
774,1563210054,10.7.15.101,00:08:02:1c:47:ae,49190,217.70.184.38,20:e5:2a:b6:93:f1,25,1,62,774,62,0,0,0,1,2,2,2,2,128,2,1,2,0,8192,48,0,0,0,2,0,mydoom
775,1563210054,66.111.4.72,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49191,1,54,775,54,429,116,0,2,1,1,2,2,128,2,2,2,0,64239,40,429,0,0,2,0,normal
776,1563210054,10.7.15.101,00:08:02:1c:47:ae,49191,66.111.4.72,20:e5:2a:b6:93:f1,25,1,54,776,54,116,430,0,2,2,2,2,2,128,2,1,2,0,63812,40,116,0,0,2,0,mydoom
777,1563210054,91.121.174.77,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49193,1,54,777,54,2199663493,1,0,2,2,2,2,2,128,2,2,2,0,64240,40,2199663493,0,0,1,0,normal
778,1563210054,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,72,778,72,0,0,0,0,0,0,0,2,128,2,2,2,0,0,58,0,0,0,0,0,mydoom
779,1563210054,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,97,779,97,0,0,0,0,0,0,0,2,128,2,2,2,0,0,83,0,0,0,0,0,mydoom
780,1563210054,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,88,780,88,0,0,0,0,0,0,0,2,128,2,2,2,0,0,74,0,0,0,0,0,mydoom
781,1563210054,10.7.15.101,00:08:02:1c:47:ae,49197,213.186.33.2,20:e5:2a:b6:93:f1,25,1,66,781,66,0,0,0,1,2,2,2,2,128,2,1,2,0,8192,52,0,0,0,2,0,mydoom
782,1563210054,10.7.15.101,00:08:02:1c:47:ae,49188,89.238.68.168,20:e5:2a:b6:93:f1,25,1,66,782,66,0,0,0,1,2,2,2,2,128,2,1,2,0,8192,52,0,0,0,2,0,mydoom
783,1563210054,217.70.184.38,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49190,1,54,783,54,3957800354,1,0,2,2,2,2,2,128,2,2,2,0,64240,40,3957800354,0,0,1,0,normal
784,1563210054,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,72,784,72,0,0,0,0,0,0,0,2,128,2,2,2,0,0,58,0,0,0,0,0,mydoom
785,1563210054,213.186.33.2,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49197,1,58,785,58,0,1,0,1,2,2,2,2,128,2,2,2,0,64240,44,0,0,0,2,0,normal
786,1563210054,10.7.15.101,00:08:02:1c:47:ae,49197,213.186.33.2,20:e5:2a:b6:93:f1,25,1,54,786,54,1,1,0,2,2,2,2,2,128,2,1,2,0,64240,40,1,0,0,2,0,mydoom
787,1563210055,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,132,787,132,0,0,0,0,0,0,0,2,128,2,2,2,0,0,118,0,0,0,0,0,mydoom
788,1563210055,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,100,788,100,0,0,0,0,0,0,0,2,128,2,2,2,0,0,86,0,0,0,0,0,mydoom
789,1563210055,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,74,789,74,0,0,0,0,0,0,0,2,128,2,2,2,0,0,60,0,0,0,0,0,mydoom
790,1563210055,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,140,790,140,0,0,0,0,0,0,0,2,128,2,2,2,0,0,126,0,0,0,0,0,mydoom
791,1563210055,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,91,791,91,0,0,0,0,0,0,0,2,128,2,2,2,0,0,77,0,0,0,0,0,mydoom
792,1563210055,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,87,792,87,0,0,0,0,0,0,0,2,128,2,2,2,0,0,73,0,0,0,0,0,mydoom
