No.,Epoch Time,Source,MAC Source,Source Port,Destination,MAC Destination,Destination Port,Protocol,Length,Frame Number,Frame length on the wire,Sequence number,Acknowledgment number,Urgent pointer,Syn,Fin,Push,Congestion Window Reduced (CWR),Explicit Congestion Notification,Time to live,Reserved bit,Don't fragment,More fragments,Fragment offset,Window size value,Total Length,Next sequence number,Timestamp value,Bytes sent since last PSH flag,Re1,Timestamp echo reply,Source
2139,1563210100,10.7.15.101,00:08:02:1c:47:ae,49230,64.233.177.27,20:e5:2a:b6:93:f1,25,3,91,2139,91,28756,347,0,2,2,1,2,2,128,2,1,2,0,63894,77,28793,0,1497,2,0,mydoom
2140,1563210100,64.233.177.27,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49230,1,54,2140,54,347,24082,0,2,2,2,2,2,128,2,2,2,0,64240,40,347,0,0,2,0,normal
2141,1563210100,64.233.177.27,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49230,1,54,2141,54,347,24283,0,2,2,2,2,2,128,2,2,2,0,64240,40,347,0,0,2,0,normal
2142,1563210100,10.7.15.101,00:08:02:1c:47:ae,49230,64.233.177.27,20:e5:2a:b6:93:f1,25,3,369,2142,369,28793,347,0,2,2,1,2,2,128,2,1,2,0,63894,355,29108,0,315,2,0,mydoom
2143,1563210100,64.233.177.27,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49230,1,54,2143,54,347,25743,0,2,2,2,2,2,128,2,2,2,0,64240,40,347,0,0,2,0,normal
2144,1563210100,10.7.15.101,00:08:02:1c:47:ae,49230,64.233.177.27,20:e5:2a:b6:93:f1,25,3,1514,2144,1514,29108,347,0,2,2,2,2,2,128,2,1,2,0,63894,1500,30568,0,1460,2,0,mydoom
2145,1563210100,10.7.15.101,00:08:02:1c:47:ae,49230,64.233.177.27,20:e5:2a:b6:93:f1,25,3,1360,2145,1360,30568,347,0,2,2,1,2,2,128,2,1,2,0,63894,1346,31874,0,2766,2,0,mydoom
2146,1563210100,64.233.177.27,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49230,1,54,2146,54,347,25886,0,2,2,2,2,2,128,2,2,2,0,64240,40,347,0,0,2,0,normal
2147,1563210100,64.233.177.27,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49230,1,54,2147,54,347,27296,0,2,2,2,2,2,128,2,2,2,0,64240,40,347,0,0,2,0,normal
2148,1563210100,64.233.177.27,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49230,1,54,2148,54,347,28756,0,2,2,2,2,2,128,2,2,2,0,64240,40,347,0,0,2,0,normal
2149,1563210100,64.233.177.27,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49230,1,54,2149,54,347,28793,0,2,2,2,2,2,128,2,2,2,0,64240,40,347,0,0,2,0,normal
2150,1563210100,64.233.177.27,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49230,1,54,2150,54,347,29108,0,2,2,2,2,2,128,2,2,2,0,64240,40,347,0,0,2,0,normal
2151,1563210100,64.233.177.27,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49230,1,54,2151,54,347,30568,0,2,2,2,2,2,128,2,2,2,0,64240,40,347,0,0,2,0,normal
2152,1563210100,10.7.15.101,00:08:02:1c:47:ae,49230,64.233.177.27,20:e5:2a:b6:93:f1,25,4,296,2152,296,31874,347,0,2,2,1,2,2,128,2,1,2,0,63894,282,32116,0,242,2,0,mydoom
2153,1563210100,64.233.177.27,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49230,1,54,2153,54,347,31874,0,2,2,2,2,2,128,2,2,2,0,64240,40,347,0,0,2,0,normal
2154,1563210100,64.233.177.27,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49230,1,54,2154,54,347,32116,0,2,2,2,2,2,128,2,2,2,0,64240,40,347,0,0,2,0,normal
2155,1563210100,157.130.29.226,20:e5:2a:b6:93:f1,1042,10.7.15.101,00:08:02:1c:47:ae,49164,1,54,2155,54,1,1,0,2,2,2,2,2,128,2,2,2,0,64240,40,1,0,0,1,0,normal
2156,1563210100,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,69,2156,69,0,0,0,0,0,0,0,2,128,2,2,2,0,0,55,0,0,0,0,0,mydoom
2157,1563210100,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,71,2157,71,0,0,0,0,0,0,0,2,128,2,2,2,0,0,57,0,0,0,0,0,mydoom
2158,1563210100,95.216.24.32,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49229,1,54,2158,54,1474553231,1,0,2,2,2,2,2,128,2,2,2,0,64240,40,1474553231,0,0,1,0,normal
2159,1563210100,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,81,2159,81,0,0,0,0,0,0,0,2,128,2,2,2,0,0,67,0,0,0,0,0,mydoom
2160,1563210101,10.7.15.101,00:08:02:1c:47:ae,49229,95.216.24.32,20:e5:2a:b6:93:f1,25,1,62,2160,62,0,0,0,1,2,2,2,2,128,2,1,2,0,8192,48,0,0,0,2,0,mydoom
2161,1563210101,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,89,2161,89,0,0,0,0,0,0,0,2,128,2,2,2,0,0,75,0,0,0,0,0,mydoom
2162,1563210101,95.216.24.32,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49229,1,54,2162,54,226577627,1,0,2,2,2,2,2,128,2,2,2,0,64240,40,226577627,0,0,1,0,normal
2163,1563210101,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,79,2163,79,0,0,0,0,0,0,0,2,128,2,2,2,0,0,65,0,0,0,0,0,mydoom
2164,1563210101,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,69,2164,69,0,0,0,0,0,0,0,2,128,2,2,2,0,0,55,0,0,0,0,0,mydoom
2165,1563210101,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,288,2165,288,0,0,0,0,0,0,0,2,128,2,2,2,0,0,274,0,0,0,0,0,mydoom
2166,1563210101,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,88,2166,88,0,0,0,0,0,0,0,2,128,2,2,2,0,0,74,0,0,0,0,0,mydoom
2167,1563210101,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,71,2167,71,0,0,0,0,0,0,0,2,128,2,2,2,0,0,57,0,0,0,0,0,mydoom
2168,1563210101,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,104,2168,104,0,0,0,0,0,0,0,2,128,2,2,2,0,0,90,0,0,0,0,0,mydoom
2169,1563210101,10.7.15.101,00:08:02:1c:47:ae,49231,17.151.62.68,20:e5:2a:b6:93:f1,25,1,66,2169,66,0,0,0,1,2,2,2,2,128,2,1,2,0,8192,52,0,0,0,2,0,mydoom
2170,1563210101,17.151.62.68,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49231,1,58,2170,58,0,1,0,1,2,2,2,2,128,2,2,2,0,64240,44,0,0,0,2,0,normal
2171,1563210101,10.7.15.101,00:08:02:1c:47:ae,49231,17.151.62.68,20:e5:2a:b6:93:f1,25,1,54,2171,54,1,1,0,2,2,2,2,2,128,2,1,2,0,64240,40,1,0,0,2,0,mydoom
2172,1563210101,17.151.62.68,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49231,3,139,2172,139,1,1,0,2,2,1,2,2,128,2,2,2,0,64240,125,86,0,85,2,0,normal
2173,1563210101,10.7.15.101,00:08:02:1c:47:ae,49231,17.151.62.68,20:e5:2a:b6:93:f1,25,1,54,2173,54,1,86,0,2,1,2,2,2,128,2,1,2,0,64155,40,1,0,0,2,0,mydoom
2174,1563210101,17.151.62.68,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49231,1,54,2174,54,86,2,0,2,2,2,2,2,128,2,2,2,0,64239,40,86,0,0,2,0,normal
2175,1563210101,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,88,2175,88,0,0,0,0,0,0,0,2,128,2,2,2,0,0,74,0,0,0,0,0,mydoom
2176,1563210101,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,77,2176,77,0,0,0,0,0,0,0,2,128,2,2,2,0,0,63,0,0,0,0,0,mydoom
2177,1563210101,17.151.62.68,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49231,3,87,2177,87,86,2,0,2,1,1,2,2,128,2,2,2,0,64239,73,120,0,33,2,0,normal
2178,1563210101,10.7.15.101,00:08:02:1c:47:ae,49231,17.151.62.68,20:e5:2a:b6:93:f1,25,1,54,2178,54,2,119,0,2,2,2,2,2,128,2,1,2,0,0,40,2,0,0,1,0,mydoom
2179,1563210102,10.7.15.101,00:08:02:1c:47:ae,49224,185.70.40.102,20:e5:2a:b6:93:f1,25,1,54,2179,54,31809,236,0,2,1,2,2,2,128,2,1,2,0,64005,40,31809,0,0,2,0,mydoom
2180,1563210102,185.70.40.102,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49224,1,54,2180,54,236,31810,0,2,2,2,2,2,128,2,2,2,0,64239,40,236,0,0,2,0,mydoom
2181,1563210102,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,73,2181,73,0,0,0,0,0,0,0,2,128,2,2,2,0,0,59,0,0,0,0,0,mydoom
2182,1563210102,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,89,2182,89,0,0,0,0,0,0,0,2,128,2,2,2,0,0,75,0,0,0,0,0,mydoom
2183,1563210102,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,79,2183,79,0,0,0,0,0,0,0,2,128,2,2,2,0,0,65,0,0,0,0,0,mydoom
2184,1563210102,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,89,2184,89,0,0,0,0,0,0,0,2,128,2,2,2,0,0,75,0,0,0,0,0,mydoom
2185,1563210102,10.7.15.101,00:08:02:1c:47:ae,49232,185.70.40.181,20:e5:2a:b6:93:f1,25,1,66,2185,66,0,0,0,1,2,2,2,2,128,2,1,2,0,8192,52,0,0,0,2,0,mydoom
2186,1563210102,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,164,2186,164,0,0,0,0,0,0,0,2,128,2,2,2,0,0,150,0,0,0,0,0,mydoom
2187,1563210102,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,71,2187,71,0,0,0,0,0,0,0,2,128,2,2,2,0,0,57,0,0,0,0,0,mydoom
2188,1563210102,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,108,2188,108,0,0,0,0,0,0,0,2,128,2,2,2,0,0,94,0,0,0,0,0,mydoom
2189,1563210102,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,71,2189,71,0,0,0,0,0,0,0,2,128,2,2,2,0,0,57,0,0,0,0,0,mydoom
2190,1563210102,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,88,2190,88,0,0,0,0,0,0,0,2,128,2,2,2,0,0,74,0,0,0,0,0,mydoom
2191,1563210102,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,81,2191,81,0,0,0,0,0,0,0,2,128,2,2,2,0,0,67,0,0,0,0,0,mydoom
2192,1563210102,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,104,2192,104,0,0,0,0,0,0,0,2,128,2,2,2,0,0,90,0,0,0,0,0,mydoom
2193,1563210102,10.7.15.101,00:08:02:1c:47:ae,49233,17.151.62.67,20:e5:2a:b6:93:f1,25,1,66,2193,66,0,0,0,1,2,2,2,2,128,2,1,2,0,8192,52,0,0,0,2,0,mydoom
2194,1563210102,10.7.15.1,20:e5:2a:b6:93:f1,,10.7.15.101,00:08:02:1c:47:ae,,2,97,2194,97,0,0,0,0,0,0,0,2,128,2,2,2,0,0,83,0,0,0,0,0,mydoom
2195,1563210102,10.7.15.101,00:08:02:1c:47:ae,49234,34.199.147.133,20:e5:2a:b6:93:f1,25,1,66,2195,66,0,0,0,1,2,2,2,2,128,2,1,2,0,8192,52,0,0,0,2,0,mydoom
2196,1563210103,17.151.62.67,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49233,1,58,2196,58,0,1,0,1,2,2,2,2,128,2,2,2,0,64240,44,0,0,0,2,0,normal
2197,1563210103,10.7.15.101,00:08:02:1c:47:ae,49233,17.151.62.67,20:e5:2a:b6:93:f1,25,1,54,2197,54,1,1,0,2,2,2,2,2,128,2,1,2,0,64240,40,1,0,0,2,0,mydoom
2198,1563210103,34.199.147.133,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49234,1,58,2198,58,0,1,0,1,2,2,2,2,128,2,2,2,0,64240,44,0,0,0,2,0,normal
2199,1563210103,10.7.15.101,00:08:02:1c:47:ae,49234,34.199.147.133,20:e5:2a:b6:93:f1,25,1,54,2199,54,1,1,0,2,2,2,2,2,128,2,1,2,0,64240,40,1,0,0,2,0,mydoom
2200,1563210103,34.199.147.133,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49234,3,128,2200,128,1,1,0,2,2,1,2,2,128,2,2,2,0,64240,114,75,0,74,2,0,normal
2201,1563210103,10.7.15.101,00:08:02:1c:47:ae,49234,34.199.147.133,20:e5:2a:b6:93:f1,25,3,71,2201,71,1,75,0,2,2,1,2,2,128,2,1,2,0,64166,57,18,0,17,2,0,mydoom
2202,1563210103,34.199.147.133,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49234,1,54,2202,54,75,18,0,2,2,2,2,2,128,2,2,2,0,64240,40,75,0,0,2,0,normal
2203,1563210103,17.151.62.67,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49233,3,139,2203,139,1,1,0,2,2,1,2,2,128,2,2,2,0,64240,125,86,0,85,2,0,normal
2204,1563210103,10.7.15.101,00:08:02:1c:47:ae,49233,17.151.62.67,20:e5:2a:b6:93:f1,25,1,54,2204,54,1,86,0,2,1,2,2,2,128,2,1,2,0,64155,40,1,0,0,2,0,mydoom
2205,1563210103,17.151.62.67,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49233,1,54,2205,54,86,2,0,2,2,2,2,2,128,2,2,2,0,64239,40,86,0,0,2,0,normal
2206,1563210103,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,88,2206,88,0,0,0,0,0,0,0,2,128,2,2,2,0,0,74,0,0,0,0,0,mydoom
2207,1563210103,34.199.147.133,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49234,3,198,2207,198,75,18,0,2,2,1,2,2,128,2,2,2,0,64240,184,219,0,144,2,0,normal
2208,1563210103,10.7.15.101,00:08:02:1c:47:ae,49234,34.199.147.133,20:e5:2a:b6:93:f1,25,3,89,2208,89,18,219,0,2,2,1,2,2,128,2,1,2,0,64022,75,53,0,35,2,0,mydoom
2209,1563210103,34.199.147.133,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49234,1,54,2209,54,219,53,0,2,2,2,2,2,128,2,2,2,0,64240,40,219,0,0,2,0,normal
2210,1563210103,17.151.62.67,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49233,3,87,2210,87,86,2,0,2,2,1,2,2,128,2,2,2,0,64239,73,119,0,33,2,0,normal
2211,1563210103,10.7.15.101,00:08:02:1c:47:ae,49233,17.151.62.67,20:e5:2a:b6:93:f1,25,1,54,2211,54,2,119,0,2,2,2,2,2,128,2,1,2,0,0,40,2,0,0,1,0,mydoom
2212,1563210103,10.7.15.101,00:08:02:1c:47:ae,,10.7.15.1,20:e5:2a:b6:93:f1,,2,79,2212,79,0,0,0,0,0,0,0,2,128,2,2,2,0,0,65,0,0,0,0,0,mydoom
2213,1563210103,34.199.147.133,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49234,3,68,2213,68,219,53,0,2,2,1,2,2,128,2,2,2,0,64240,54,233,0,14,2,0,normal
2214,1563210103,10.7.15.101,00:08:02:1c:47:ae,49234,34.199.147.133,20:e5:2a:b6:93:f1,25,3,83,2214,83,53,233,0,2,2,1,2,2,128,2,1,2,0,64008,69,82,0,29,2,0,mydoom
2215,1563210103,34.199.147.133,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49234,1,54,2215,54,233,82,0,2,2,2,2,2,128,2,2,2,0,64240,40,233,0,0,2,0,normal
2216,1563210103,34.199.147.133,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49234,3,68,2216,68,233,82,0,2,2,1,2,2,128,2,2,2,0,64240,54,247,0,14,2,0,normal
2217,1563210103,10.7.15.101,00:08:02:1c:47:ae,49234,34.199.147.133,20:e5:2a:b6:93:f1,25,3,60,2217,60,82,247,0,2,2,1,2,2,128,2,1,2,0,63994,46,88,0,6,2,0,mydoom
2218,1563210103,34.199.147.133,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49234,1,54,2218,54,247,88,0,2,2,2,2,2,128,2,2,2,0,64240,40,247,0,0,2,0,normal
2219,1563210103,34.199.147.133,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49234,3,91,2219,91,247,88,0,2,2,1,2,2,128,2,2,2,0,64240,77,284,0,37,2,0,normal
2220,1563210103,10.7.15.101,00:08:02:1c:47:ae,49234,34.199.147.133,20:e5:2a:b6:93:f1,25,3,99,2220,99,88,284,0,2,2,1,2,2,128,2,1,2,0,63957,85,133,0,45,2,0,mydoom
2221,1563210103,34.199.147.133,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49234,1,54,2221,54,284,133,0,2,2,2,2,2,128,2,2,2,0,64240,40,284,0,0,2,0,normal
2222,1563210103,10.7.15.101,00:08:02:1c:47:ae,49234,34.199.147.133,20:e5:2a:b6:93:f1,25,3,1514,2222,1514,133,284,0,2,2,2,2,2,128,2,1,2,0,63957,1500,1593,0,1460,2,0,mydoom
2223,1563210103,10.7.15.101,00:08:02:1c:47:ae,49234,34.199.147.133,20:e5:2a:b6:93:f1,25,3,119,2223,119,1593,284,0,2,2,1,2,2,128,2,1,2,0,63957,105,1658,0,1525,2,0,mydoom
2224,1563210103,34.199.147.133,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49234,1,54,2224,54,284,1593,0,2,2,2,2,2,128,2,2,2,0,64240,40,284,0,0,2,0,normal
2225,1563210103,10.7.15.101,00:08:02:1c:47:ae,49234,34.199.147.133,20:e5:2a:b6:93:f1,25,3,1491,2225,1491,1658,284,0,2,2,1,2,2,128,2,1,2,0,63957,1477,3095,0,1437,2,0,mydoom
2226,1563210103,34.199.147.133,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49234,1,54,2226,54,284,1658,0,2,2,2,2,2,128,2,2,2,0,64240,40,284,0,0,2,0,normal
2227,1563210103,10.7.15.101,00:08:02:1c:47:ae,49234,34.199.147.133,20:e5:2a:b6:93:f1,25,3,1514,2227,1514,3095,284,0,2,2,2,2,2,128,2,1,2,0,63957,1500,4555,0,1460,2,0,mydoom
2228,1563210103,10.7.15.101,00:08:02:1c:47:ae,49234,34.199.147.133,20:e5:2a:b6:93:f1,25,3,121,2228,121,4555,284,0,2,2,1,2,2,128,2,1,2,0,63957,107,4622,0,1527,2,0,mydoom
2229,1563210103,34.199.147.133,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49234,1,54,2229,54,284,3095,0,2,2,2,2,2,128,2,2,2,0,64240,40,284,0,0,2,0,normal
2230,1563210103,34.199.147.133,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49234,1,54,2230,54,284,4555,0,2,2,2,2,2,128,2,2,2,0,64240,40,284,0,0,2,0,normal
2231,1563210103,10.7.15.101,00:08:02:1c:47:ae,49234,34.199.147.133,20:e5:2a:b6:93:f1,25,3,1514,2231,1514,4622,284,0,2,2,2,2,2,128,2,1,2,0,63957,1500,6082,0,1460,2,0,mydoom
2232,1563210103,10.7.15.101,00:08:02:1c:47:ae,49234,34.199.147.133,20:e5:2a:b6:93:f1,25,3,76,2232,76,6082,284,0,2,2,1,2,2,128,2,1,2,0,63957,62,6104,0,1482,2,0,mydoom
2233,1563210103,34.199.147.133,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49234,1,54,2233,54,284,4622,0,2,2,2,2,2,128,2,2,2,0,64240,40,284,0,0,2,0,normal
2234,1563210103,10.7.15.101,00:08:02:1c:47:ae,49234,34.199.147.133,20:e5:2a:b6:93:f1,25,3,1514,2234,1514,6104,284,0,2,2,2,2,2,128,2,1,2,0,63957,1500,7564,0,1460,2,0,mydoom
2235,1563210103,34.199.147.133,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49234,1,54,2235,54,284,6082,0,2,2,2,2,2,128,2,2,2,0,64240,40,284,0,0,2,0,normal
2236,1563210103,10.7.15.101,00:08:02:1c:47:ae,49234,34.199.147.133,20:e5:2a:b6:93:f1,25,3,1514,2236,1514,7564,284,0,2,2,2,2,2,128,2,1,2,0,63957,1500,9024,0,2920,2,0,mydoom
2237,1563210103,10.7.15.101,00:08:02:1c:47:ae,49234,34.199.147.133,20:e5:2a:b6:93:f1,25,3,956,2237,956,9024,284,0,2,2,1,2,2,128,2,1,2,0,63957,942,9926,0,3822,2,0,mydoom
2238,1563210103,34.199.147.133,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49234,1,54,2238,54,284,6104,0,2,2,2,2,2,128,2,2,2,0,64240,40,284,0,0,2,0,normal
2239,1563210103,10.7.15.101,00:08:02:1c:47:ae,49234,34.199.147.133,20:e5:2a:b6:93:f1,25,3,1514,2239,1514,9926,284,0,2,2,2,2,2,128,2,1,2,0,63957,1500,11386,0,1460,2,0,mydoom
2240,1563210103,10.7.15.101,00:08:02:1c:47:ae,49234,34.199.147.133,20:e5:2a:b6:93:f1,25,3,76,2240,76,11386,284,0,2,2,1,2,2,128,2,1,2,0,63957,62,11408,0,1482,2,0,mydoom
2241,1563210103,34.199.147.133,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49234,1,54,2241,54,284,7564,0,2,2,2,2,2,128,2,2,2,0,64240,40,284,0,0,2,0,normal
2242,1563210103,34.199.147.133,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49234,1,54,2242,54,284,9024,0,2,2,2,2,2,128,2,2,2,0,64240,40,284,0,0,2,0,normal
2243,1563210103,10.7.15.101,00:08:02:1c:47:ae,49234,34.199.147.133,20:e5:2a:b6:93:f1,25,3,522,2243,522,11408,284,0,2,2,1,2,2,128,2,1,2,0,63957,508,11876,0,468,2,0,mydoom
2244,1563210103,34.199.147.133,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49234,1,54,2244,54,284,9926,0,2,2,2,2,2,128,2,2,2,0,64240,40,284,0,0,2,0,normal
2245,1563210103,10.7.15.101,00:08:02:1c:47:ae,49234,34.199.147.133,20:e5:2a:b6:93:f1,25,3,1514,2245,1514,11876,284,0,2,2,2,2,2,128,2,1,2,0,63957,1500,13336,0,1460,2,0,mydoom
2246,1563210103,10.7.15.101,00:08:02:1c:47:ae,49234,34.199.147.133,20:e5:2a:b6:93:f1,25,3,1514,2246,1514,13336,284,0,2,2,2,2,2,128,2,1,2,0,63957,1500,14796,0,2920,2,0,mydoom
2247,1563210103,10.7.15.101,00:08:02:1c:47:ae,49234,34.199.147.133,20:e5:2a:b6:93:f1,25,3,1112,2247,1112,14796,284,0,2,2,1,2,2,128,2,1,2,0,63957,1098,15854,0,3978,2,0,mydoom
2248,1563210103,34.199.147.133,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49234,1,54,2248,54,284,11386,0,2,2,2,2,2,128,2,2,2,0,64240,40,284,0,0,2,0,normal
2249,1563210103,34.199.147.133,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49234,1,54,2249,54,284,11408,0,2,2,2,2,2,128,2,2,2,0,64240,40,284,0,0,2,0,normal
2250,1563210103,34.199.147.133,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49234,1,54,2250,54,284,11876,0,2,2,2,2,2,128,2,2,2,0,64240,40,284,0,0,2,0,normal
2251,1563210103,34.199.147.133,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49234,1,54,2251,54,284,13336,0,2,2,2,2,2,128,2,2,2,0,64240,40,284,0,0,2,0,normal
2252,1563210103,10.7.15.101,00:08:02:1c:47:ae,49234,34.199.147.133,20:e5:2a:b6:93:f1,25,3,132,2252,132,15854,284,0,2,2,1,2,2,128,2,1,2,0,63957,118,15932,0,78,2,0,mydoom
2253,1563210103,10.7.15.101,00:08:02:1c:47:ae,49234,34.199.147.133,20:e5:2a:b6:93:f1,25,3,1514,2253,1514,15932,284,0,2,2,2,2,2,128,2,1,2,0,63957,1500,17392,0,1460,2,0,mydoom
2254,1563210103,10.7.15.101,00:08:02:1c:47:ae,49234,34.199.147.133,20:e5:2a:b6:93:f1,25,3,76,2254,76,17392,284,0,2,2,1,2,2,128,2,1,2,0,63957,62,17414,0,1482,2,0,mydoom
2255,1563210103,34.199.147.133,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49234,1,54,2255,54,284,14796,0,2,2,2,2,2,128,2,2,2,0,64240,40,284,0,0,2,0,normal
2256,1563210103,10.7.15.101,00:08:02:1c:47:ae,49234,34.199.147.133,20:e5:2a:b6:93:f1,25,3,1514,2256,1514,17414,284,0,2,2,2,2,2,128,2,1,2,0,63957,1500,18874,0,1460,2,0,mydoom
2257,1563210103,10.7.15.101,00:08:02:1c:47:ae,49234,34.199.147.133,20:e5:2a:b6:93:f1,25,3,76,2257,76,18874,284,0,2,2,1,2,2,128,2,1,2,0,63957,62,18896,0,1482,2,0,mydoom
2258,1563210103,34.199.147.133,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49234,1,54,2258,54,284,15854,0,2,2,2,2,2,128,2,2,2,0,64240,40,284,0,0,2,0,normal
2259,1563210103,10.7.15.101,00:08:02:1c:47:ae,49234,34.199.147.133,20:e5:2a:b6:93:f1,25,3,1458,2259,1458,18896,284,0,2,2,1,2,2,128,2,1,2,0,63957,1444,20300,0,1404,2,0,mydoom
